"Statistic Label","Census Year","List of Towns","Sex","UNIT","VALUE"
"Percentage Aged 65 years or more","2022","Fiddown, Co Kilkenny","Male","%","7.5"
"Percentage Aged 65 years or more","2022","Fiddown, Co Kilkenny","Female","%","9.1"
"Percentage Aged 65 years or more","2022","Piltown, Co Kilkenny","Both sexes","%","13.3"
"Percentage Aged 65 years or more","2022","Piltown, Co Kilkenny","Male","%","12"
"Percentage Aged 65 years or more","2022","Piltown, Co Kilkenny","Female","%","14.6"
"Percentage Aged 65 years or more","2022","Kilmoganny, Co Kilkenny","Both sexes","%","23"
"Percentage Aged 65 years or more","2022","Kilmoganny, Co Kilkenny","Male","%","24.8"
"Percentage Aged 65 years or more","2022","Kilmoganny, Co Kilkenny","Female","%","21.1"
"Percentage Aged 65 years or more","2022","Ballyragget, Co Kilkenny","Both sexes","%","21.6"
"Percentage Aged 65 years or more","2022","Ballyragget, Co Kilkenny","Male","%","23.1"
"Percentage Aged 65 years or more","2022","Ballyragget, Co Kilkenny","Female","%","20.2"
"Percentage Aged 65 years or more","2022","Callan, Co Kilkenny","Both sexes","%","14.1"
"Percentage Aged 65 years or more","2022","Callan, Co Kilkenny","Male","%","12.7"
"Percentage Aged 65 years or more","2022","Callan, Co Kilkenny","Female","%","15.4"
"Percentage Aged 65 years or more","2022","Freshford, Co Kilkenny","Both sexes","%","25"
"Percentage Aged 65 years or more","2022","Freshford, Co Kilkenny","Male","%","23.8"
"Percentage Aged 65 years or more","2022","Freshford, Co Kilkenny","Female","%","26.2"
"Percentage Aged 65 years or more","2022","Johnstown, Co Kilkenny","Both sexes","%","22"
"Percentage Aged 65 years or more","2022","Johnstown, Co Kilkenny","Male","%","23.3"
"Percentage Aged 65 years or more","2022","Johnstown, Co Kilkenny","Female","%","20.6"
"Percentage Aged 65 years or more","2022","Urlingford, Co Kilkenny","Both sexes","%","16.3"
"Percentage Aged 65 years or more","2022","Urlingford, Co Kilkenny","Male","%","16.3"
"Percentage Aged 65 years or more","2022","Urlingford, Co Kilkenny","Female","%","16.3"
"Percentage Aged 65 years or more","2022","Ballylinan, Co Laois","Both sexes","%","9.1"
"Percentage Aged 65 years or more","2022","Ballylinan, Co Laois","Male","%","9.1"
"Percentage Aged 65 years or more","2022","Ballylinan, Co Laois","Female","%","9.1"
"Percentage Aged 65 years or more","2022","Newtown, Co Laois","Both sexes","%","9.7"
"Percentage Aged 65 years or more","2022","Newtown, Co Laois","Male","%","6.3"
"Percentage Aged 65 years or more","2022","Newtown, Co Laois","Female","%","13.4"
"Percentage Aged 65 years or more","2022","Ballybrittas, Co Laois","Both sexes","%","8.3"
"Percentage Aged 65 years or more","2022","Ballybrittas, Co Laois","Male","%","6"
"Percentage Aged 65 years or more","2022","Ballybrittas, Co Laois","Female","%","10.6"
"Percentage Aged 65 years or more","2022","Stradbally, Co Laois","Both sexes","%","21"
"Percentage Aged 65 years or more","2022","Stradbally, Co Laois","Male","%","20.4"
"Percentage Aged 65 years or more","2022","Stradbally, Co Laois","Female","%","21.6"
"Percentage Aged 65 years or more","2022","Killenard, Co Laois","Both sexes","%","11.6"
"Percentage Aged 65 years or more","2022","Killenard, Co Laois","Male","%","10.5"
"Percentage Aged 65 years or more","2022","Killenard, Co Laois","Female","%","12.6"
"Percentage Aged 65 years or more","2022","The Swan, Co Laois","Both sexes","%","13.5"
"Percentage Aged 65 years or more","2022","The Swan, Co Laois","Male","%","14"
"Percentage Aged 65 years or more","2022","The Swan, Co Laois","Female","%","12.9"
"Percentage Aged 65 years or more","2022","Portarlington, Counties Laois & Offaly","Both sexes","%","10.1"
"Percentage Aged 65 years or more","2022","Portarlington, Counties Laois & Offaly","Male","%","9.9"
"Percentage Aged 65 years or more","2022","Portarlington, Counties Laois & Offaly","Female","%","10.4"
"Percentage Aged 65 years or more","2022","Emo, Co Laois","Both sexes","%","20.1"
"Percentage Aged 65 years or more","2022","Emo, Co Laois","Male","%","16.4"
"Percentage Aged 65 years or more","2022","Emo, Co Laois","Female","%","23.8"
"Percentage Aged 65 years or more","2022","Portlaoise, Co Laois","Both sexes","%","9.5"
"Percentage Aged 65 years or more","2022","Portlaoise, Co Laois","Male","%","8.9"
"Percentage Aged 65 years or more","2022","Portlaoise, Co Laois","Female","%","10.1"
"Percentage Aged 65 years or more","2022","Ballyroan, Co Laois","Both sexes","%","10.8"
"Percentage Aged 65 years or more","2022","Ballyroan, Co Laois","Male","%","10.7"
"Percentage Aged 65 years or more","2022","Ballyroan, Co Laois","Female","%","10.9"
"Percentage Aged 65 years or more","2022","Ballinakill, Co Laois","Both sexes","%","18.6"
"Percentage Aged 65 years or more","2022","Ballinakill, Co Laois","Male","%","15.7"
"Percentage Aged 65 years or more","2022","Ballinakill, Co Laois","Female","%","22.1"
"Percentage Aged 65 years or more","2022","Mountmellick, Co Laois","Both sexes","%","13.6"
"Percentage Aged 65 years or more","2022","Mountmellick, Co Laois","Male","%","12.9"
"Percentage Aged 65 years or more","2022","Mountmellick, Co Laois","Female","%","14.2"
"Percentage Aged 65 years or more","2022","Abbeyleix, Co Laois","Both sexes","%","18.4"
"Percentage Aged 65 years or more","2022","Abbeyleix, Co Laois","Male","%","19.2"
"Percentage Aged 65 years or more","2022","Abbeyleix, Co Laois","Female","%","17.6"
"Percentage Aged 65 years or more","2022","Durrow, Co Laois","Both sexes","%","15.2"
"Percentage Aged 65 years or more","2022","Durrow, Co Laois","Male","%","15"
"Percentage Aged 65 years or more","2022","Durrow, Co Laois","Female","%","15.4"
"Percentage Aged 65 years or more","2022","Ballycolla, Co Laois","Both sexes","%","25.6"
"Percentage Aged 65 years or more","2022","Ballycolla, Co Laois","Male","%","27.9"
"Percentage Aged 65 years or more","2022","Ballycolla, Co Laois","Female","%","23.1"
"Percentage Aged 65 years or more","2022","Mountrath, Co Laois","Both sexes","%","12.8"
"Percentage Aged 65 years or more","2022","Mountrath, Co Laois","Male","%","12.4"
"Percentage Aged 65 years or more","2022","Mountrath, Co Laois","Female","%","13.1"
"Percentage Aged 65 years or more","2022","Castletown, Co Laois","Both sexes","%","19.6"
"Percentage Aged 65 years or more","2022","Castletown, Co Laois","Male","%","25.4"
"Percentage Aged 65 years or more","2022","Castletown, Co Laois","Female","%","14.9"
"Percentage Aged 65 years or more","2022","Clonaslee, Co Laois","Both sexes","%","15.1"
"Percentage Aged 65 years or more","2022","Clonaslee, Co Laois","Male","%","13.6"
"Percentage Aged 65 years or more","2022","Clonaslee, Co Laois","Female","%","16.7"
"Percentage Aged 65 years or more","2022","Rathdowney, Co Laois","Both sexes","%","16.8"
"Percentage Aged 65 years or more","2022","Rathdowney, Co Laois","Male","%","17.1"
"Percentage Aged 65 years or more","2022","Rathdowney, Co Laois","Female","%","16.5"
"Percentage Aged 65 years or more","2022","Borris-In-Ossory, Co Laois","Both sexes","%","13.2"
"Percentage Aged 65 years or more","2022","Borris-In-Ossory, Co Laois","Male","%","11.2"
"Percentage Aged 65 years or more","2022","Borris-In-Ossory, Co Laois","Female","%","14.9"
"Percentage Aged 65 years or more","2022","Errill, Co Laois","Both sexes","%","9.4"
"Percentage Aged 65 years or more","2022","Errill, Co Laois","Male","%","9.1"
"Percentage Aged 65 years or more","2022","Errill, Co Laois","Female","%","9.6"
"Percentage Aged 65 years or more","2022","Granard, Co Longford","Both sexes","%","15.2"
"Percentage Aged 65 years or more","2022","Granard, Co Longford","Male","%","14.5"
"Percentage Aged 65 years or more","2022","Granard, Co Longford","Female","%","16"
"Percentage Aged 65 years or more","2022","Aughnacliffe, Co Longford","Both sexes","%","9.6"
"Percentage Aged 65 years or more","2022","Aughnacliffe, Co Longford","Male","%","7.1"
"Percentage Aged 65 years or more","2022","Aughnacliffe, Co Longford","Female","%","12.3"
"Percentage Aged 65 years or more","2022","Edgeworthstown, Co Longford","Both sexes","%","11.4"
"Percentage Aged 65 years or more","2022","Edgeworthstown, Co Longford","Male","%","10.7"
"Percentage Aged 65 years or more","2022","Edgeworthstown, Co Longford","Female","%","12.2"
"Percentage Aged 65 years or more","2022","Legan, Co Longford","Both sexes","%","14.2"
"Percentage Aged 65 years or more","2022","Legan, Co Longford","Male","%","14.2"
"Percentage Aged 65 years or more","2022","Legan, Co Longford","Female","%","14.1"
"Percentage Aged 65 years or more","2022","Ballinalee, Co Longford","Both sexes","%","14.4"
"Percentage Aged 65 years or more","2022","Ballinalee, Co Longford","Male","%","12.8"
"Percentage Aged 65 years or more","2022","Ballinalee, Co Longford","Female","%","15.7"
"Percentage Aged 65 years or more","2022","Ballymahon, Co Longford","Both sexes","%","14.8"
"Percentage Aged 65 years or more","2022","Ballymahon, Co Longford","Male","%","13.8"
"Percentage Aged 65 years or more","2022","Ballymahon, Co Longford","Female","%","15.7"
"Percentage Aged 65 years or more","2022","Drumlish, Co Longford","Both sexes","%","11.1"
"Percentage Aged 65 years or more","2022","Drumlish, Co Longford","Male","%","10.5"
"Percentage Aged 65 years or more","2022","Drumlish, Co Longford","Female","%","11.7"
"Percentage Aged 65 years or more","2022","Longford, Co Longford","Both sexes","%","14.2"
"Percentage Aged 65 years or more","2022","Longford, Co Longford","Male","%","13"
"Percentage Aged 65 years or more","2022","Longford, Co Longford","Female","%","15.4"
"Percentage Aged 65 years or more","2022","Keenagh, Co Longford","Both sexes","%","10"
"Percentage Aged 65 years or more","2022","Keenagh, Co Longford","Male","%","9"
"Percentage Aged 65 years or more","2022","Keenagh, Co Longford","Female","%","10.9"
"Percentage Aged 65 years or more","2022","Newtownforbes, Co Longford","Both sexes","%","16.7"
"Percentage Aged 65 years or more","2022","Newtownforbes, Co Longford","Male","%","16.7"
"Percentage Aged 65 years or more","2022","Newtownforbes, Co Longford","Female","%","16.6"
"Percentage Aged 65 years or more","2022","Killashee, Co Longford","Both sexes","%","10.1"
"Percentage Aged 65 years or more","2022","Killashee, Co Longford","Male","%","11.4"
"Percentage Aged 65 years or more","2022","Killashee, Co Longford","Female","%","8.9"
"Percentage Aged 65 years or more","2022","Lanesborough-Ballyleague, Counties Roscommon & Longford","Both sexes","%","19"
"Percentage Aged 65 years or more","2022","Lanesborough-Ballyleague, Counties Roscommon & Longford","Male","%","17.5"
"Percentage Aged 65 years or more","2022","Lanesborough-Ballyleague, Counties Roscommon & Longford","Female","%","20.3"
"Percentage Aged 65 years or more","2022","Carlingford, Co Louth","Both sexes","%","18"
"Percentage Aged 65 years or more","2022","Carlingford, Co Louth","Male","%","16"
"Percentage Aged 65 years or more","2022","Carlingford, Co Louth","Female","%","19.7"
"Percentage Aged 65 years or more","2022","Clogherhead, Co Louth","Both sexes","%","8.7"
"Percentage Aged 65 years or more","2022","Clogherhead, Co Louth","Male","%","9.1"
"Percentage Aged 65 years or more","2022","Clogherhead, Co Louth","Female","%","8.4"
"Percentage Aged 65 years or more","2022","Baltray, Co Louth","Both sexes","%","21.3"
"Percentage Aged 65 years or more","2022","Baltray, Co Louth","Male","%","18.1"
"Percentage Aged 65 years or more","2022","Baltray, Co Louth","Female","%","24.4"
"Percentage Aged 65 years or more","2022","Termonfeckin, Co Louth","Both sexes","%","12.8"
"Percentage Aged 65 years or more","2022","Termonfeckin, Co Louth","Male","%","10.8"
"Percentage Aged 65 years or more","2022","Termonfeckin, Co Louth","Female","%","14.6"
"Percentage Aged 65 years or more","2022","Rampark, Co Louth","Both sexes","%","9"
"Percentage Aged 65 years or more","2022","Rampark, Co Louth","Male","%","8.4"
"Percentage Aged 65 years or more","2022","Rampark, Co Louth","Female","%","9.6"
"Percentage Aged 65 years or more","2022","Omeath, Co Louth","Both sexes","%","14.8"
"Percentage Aged 65 years or more","2022","Omeath, Co Louth","Male","%","14.1"
"Percentage Aged 65 years or more","2022","Omeath, Co Louth","Female","%","15.5"
"Percentage Aged 65 years or more","2022","Jenkinstown, Co Louth","Both sexes","%","20.9"
"Percentage Aged 65 years or more","2022","Jenkinstown, Co Louth","Male","%","19.8"
"Percentage Aged 65 years or more","2022","Jenkinstown, Co Louth","Female","%","21.9"
"Percentage Aged 65 years or more","2022","Beaulieu, Co Louth","Both sexes","%","18.6"
"Percentage Aged 65 years or more","2022","Beaulieu, Co Louth","Male","%","19.2"
"Percentage Aged 65 years or more","2022","Beaulieu, Co Louth","Female","%","18"
"Percentage Aged 65 years or more","2022","Drogheda, Counties Louth & Meath","Both sexes","%","12.8"
"Percentage Aged 65 years or more","2022","Drogheda, Counties Louth & Meath","Male","%","11.6"
"Percentage Aged 65 years or more","2022","Drogheda, Counties Louth & Meath","Female","%","13.8"
"Percentage Aged 65 years or more","2022","Annagassan, Co Louth","Both sexes","%","24.3"
"Percentage Aged 65 years or more","2022","Annagassan, Co Louth","Male","%","21.4"
"Percentage Aged 65 years or more","2022","Annagassan, Co Louth","Female","%","27.5"
"Percentage Aged 65 years or more","2022","Castlebellingham-Kilsaran, Co Louth","Both sexes","%","19.1"
"Percentage Aged 65 years or more","2022","Castlebellingham-Kilsaran, Co Louth","Male","%","17.7"
"Percentage Aged 65 years or more","2022","Castlebellingham-Kilsaran, Co Louth","Female","%","20.3"
"Percentage Aged 65 years or more","2022","Dunleer, Co Louth","Both sexes","%","10.6"
"Percentage Aged 65 years or more","2022","Dunleer, Co Louth","Male","%","10.4"
"Percentage Aged 65 years or more","2022","Dunleer, Co Louth","Female","%","10.8"
"Percentage Aged 65 years or more","2022","Dundalk, Co Louth","Both sexes","%","13.5"
"Percentage Aged 65 years or more","2022","Dundalk, Co Louth","Male","%","12.7"
"Percentage Aged 65 years or more","2022","Dundalk, Co Louth","Female","%","14.3"
"Percentage Aged 65 years or more","2022","Dromiskin, Co Louth","Both sexes","%","10.1"
"Percentage Aged 65 years or more","2022","Dromiskin, Co Louth","Male","%","10.4"
"Percentage Aged 65 years or more","2022","Dromiskin, Co Louth","Female","%","9.8"
"Percentage Aged 65 years or more","2022","Tullyallen, Co Louth","Both sexes","%","6.1"
"Percentage Aged 65 years or more","2022","Tullyallen, Co Louth","Male","%","5.6"
"Percentage Aged 65 years or more","2022","Tullyallen, Co Louth","Female","%","6.6"
"Percentage Aged 65 years or more","2022","Tinure, Co Louth","Both sexes","%","8.1"
"Percentage Aged 65 years or more","2022","Tinure, Co Louth","Male","%","7.7"
"Percentage Aged 65 years or more","2022","Tinure, Co Louth","Female","%","8.6"
"Percentage Aged 65 years or more","2022","Collon, Co Louth","Both sexes","%","11.3"
"Percentage Aged 65 years or more","2022","Collon, Co Louth","Male","%","11.7"
"Percentage Aged 65 years or more","2022","Collon, Co Louth","Female","%","11"
"Percentage Aged 65 years or more","2022","Knockbridge, Co Louth","Both sexes","%","11.3"
"Percentage Aged 65 years or more","2022","Knockbridge, Co Louth","Male","%","9.9"
"Percentage Aged 65 years or more","2022","Knockbridge, Co Louth","Female","%","12.7"
"Percentage Aged 65 years or more","2022","Ardee, Co Louth","Both sexes","%","14.3"
"Percentage Aged 65 years or more","2022","Ardee, Co Louth","Male","%","13.8"
"Percentage Aged 65 years or more","2022","Ardee, Co Louth","Female","%","14.8"
"Percentage Aged 65 years or more","2022","Louth, Co Louth","Both sexes","%","12.4"
"Percentage Aged 65 years or more","2022","Louth, Co Louth","Male","%","13.6"
"Percentage Aged 65 years or more","2022","Louth, Co Louth","Female","%","11.3"
"Percentage Aged 65 years or more","2022","Tallanstown, Co Louth","Both sexes","%","12.4"
"Percentage Aged 65 years or more","2022","Tallanstown, Co Louth","Male","%","11.6"
"Percentage Aged 65 years or more","2022","Tallanstown, Co Louth","Female","%","13.2"
"Percentage Aged 65 years or more","2022","Gormanston, Co Meath","Both sexes","%","34.7"
"Percentage Aged 65 years or more","2022","Gormanston, Co Meath","Male","%","33.7"
"Percentage Aged 65 years or more","2022","Gormanston, Co Meath","Female","%","35.7"
"Percentage Aged 65 years or more","2022","Laytown-Bettystown-Mornington-Donacarney, Co Meath","Both sexes","%","10.4"
